snapped_at,price,market_cap,total_volume
1401235200,0.003866255,33921355,8253.421016528331
1401321600,0.004451347,34282776,10743.127576502931
1401408000,0.004135632,30898802,11078.487823560128
1401494400,0.004218421,30031407,10967.867537057547
1401580800,0.003982588,30614778,4645.6756343358875
1401667200,0.003968904,30966505,4379.706387667695
1401753600,0.004003374,31071578,2140.785562534809
1401840000,0.004455823,34835124.91758602,10992.49604232833
1401926400,0.004783548,37397244.65561503,8074.694767228556
1402012800,0.004498462,35168475.29584068,11143.062664952553
1402099200,0.00395321,30905753.62373471,9613.676058006571
1402185600,0.003984378,31149424.39152432,5198.982057374125
1402272000,0.004058423,31728302.97409645,6878.956881457241
1402358400,0.0040547,31699189.18804658,9090.954786210405
1402444800,0.004230593,33074303.42119994,4289.108930988877
1402531200,0.004268323,33369272.74,7858.988834755929
1402617600,0.004265581,33347840.399914373,8681.984393426428
1402704000,0.004153718,32473305.57682841,9905.498213947021
1402790400,0.004189,32749135.54228299,144167
1402876800,0.004169,32592777.77,93206.00000000001
1402963200,0.00417,32600595.66,189072
1403049600,0.004076,31865714.125171993,104818
1403136000,0.00407,31818806.79,190488
1403222400,0.00394,30802481.27,193409.00000000003
1403308800,0.004052,31678084.797644008,19435.000000000004
1403395200,0.003993,31216829.37,17794
1403481600,0.003926,30693030.83,8324.999999999998
1403568000,0.004028,31490455.47,12608
1403654400,0.003779,29543801.19701299,20025.999999999996
1403740800,0.00366,28613472.45,245846
1403827200,0.003484,27237524.05,157373.00000000003
1403913600,0.003357,26244652.19,142354.99999999997
1404000000,0.003243,25353412.88,224760.00000000006
1404086400,0.003129,24462173.58,213094.00000000003
1404172800,0.002807,21944813.43,150898
1404259200,0.003083,24102550.7,198315
1404345600,0.003398,26565185.62,230762
1404432000,0.003419,26729361.28,216813.99999999997
1404518400,0.003419,26729361.284093007,216814.00000000003
1404604800,0.003419,26729361.28,216813.99999999997
1404691200,0.003419,26729361.28,216814.00000000003
1404777600,0.003419,26729361.28,216814
1404864000,0.003419,26729361.28,216813.99999999997
1404950400,0.003419,26729361.28,216814
1405036800,0.003419,26729361.28,216814.00000000003
1405123200,0.003419,26729361.28,216814
1405209600,0.00636,49721780.4,613089
1405296000,0.005259,41114283.510000005,519611.00000000006
1405382400,0.005376,42028976.63999999,190528.99999999994
1405468800,0.005361,41911708.29,135920
1405555200,0.005623,43959995.47,271543
1405641600,0.006148,50736984.8,331286
1405728000,0.005926,48904907.599999994,270005
1405814400,0.006039,49837451.39999999,145360
